run_id,world_half_cm,thickness_nm,backing_thickness_um,density_g_cm3,E_keV,N_injected,N_uncollided,N_trans_total,T_counts,mu_counts_per_mm,mu_counts_cm2_g,mu_calc_per_mm,mu_calc_cm2_g,mu_tr_per_mm,mu_tr_cm2_g,mu_ref_cm2_g,mu_en_ref_cm2_g,delta_mu_percent,delta_mu_en_percent,sigma_T_counts,sigma_mu_counts_cm2_g,mu_en_cpe_per_mm,mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,absorbed_fraction,mu_en_per_mm,mu_en_cm2_g,mu_en_raw_per_mm,mu_en_raw_cm2_g,mu_eff_per_mm,mu_eff_cm2_g,E_trans_unc_keV,E_trans_tot_keV,E_abs_keV,T_energy_tot
968,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,6.7200000000e+01,2.0000000000e+05,1.9792900000e+05,1.9807300000e+05,9.8964500000e-01,5.2044930097e+00,2.6966285024e+00,5.1689759027e+00,2.6782258563e+00,4.5124954464e+00,2.3380805422e+00,2.8353937008e+00,2.2982204724e+00,-4.8940363495e+00,-9.5754094542e+01,2.2636004478e-04,5.9256095518e-02,4.2184873234e+00,2.1857447271e+00,-4.8940363495e+00,3.7665983631e-04,4.2184873234e+00,2.1857447271e+00,1.8832991815e-01,9.7580268474e-02,1.8836539522e-01,9.7598650374e-02,1.3300828800e+07,1.3310446842e+07,5.0623082000e+03,9.9036062812e-01
969,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,6.8000000000e+01,2.0000000000e+05,1.9805800000e+05,1.9820200000e+05,9.9029000000e-01,4.8787247280e+00,2.5278366466e+00,4.9984736166e+00,2.5898827029e+00,4.3672029303e+00,2.2627994458e+00,2.7378818898e+00,2.2124671916e+00,-7.6718153527e+00,-9.5263043258e+01,2.1926828202e-04,5.7362241777e-02,3.9424704323e+00,2.0427307939e+00,-7.6718153527e+00,4.0454194927e-04,3.9424704323e+00,2.0427307939e+00,2.0227097463e-01,1.0480361380e-01,2.0231189922e-01,1.0482481825e-01,1.3467944000e+07,1.3477665072e+07,5.5017705100e+03,9.9100478473e-01
970,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,6.9000000000e+01,2.0000000000e+05,1.9804600000e+05,1.9821100000e+05,9.9023000000e-01,4.9090198020e+00,2.5435335762e+00,4.7698472494e+00,2.4714234453e+00,4.1927869207e+00,2.1724284563e+00,2.6159921260e+00,2.1052755906e+00,-2.7698305778e+00,-9.5444242346e+01,2.1993802650e-04,5.7540938309e-02,3.9506386354e+00,2.0469630235e+00,-2.7698305778e+00,3.7021743986e-04,3.9506386354e+00,2.0469630235e+00,1.8510871993e-01,9.5911253849e-02,1.8514299363e-01,9.5929012241e-02,1.3665174000e+07,1.3676521284e+07,5.1090006700e+03,9.9105226697e-01
971,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,7.0000000000e+01,2.0000000000e+05,1.9176900000e+05,1.9307500000e+05,9.5884500000e-01,2.1012921928e+01,1.0887524315e+01,2.0967598769e+01,1.0864040813e+01,2.0370817980e+01,1.0554827969e+01,2.7904295942e+00,2.0866372315e+00,2.9017376886e+02,-9.1869579457e+01,4.4419177151e-04,1.2001479746e-01,1.5713116478e+01,8.1415111286e+00,2.9017376886e+02,6.5485819500e-04,1.5713116478e+01,8.1415111286e+00,3.2742909750e-01,1.6965238212e-01,3.2753635414e-01,1.6970795551e-01,1.3423830000e+07,1.3504126084e+07,9.1680147300e+03,9.6458043455e-01
972,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,7.2000000000e+01,2.0000000000e+05,1.9244600000e+05,1.9370300000e+05,9.6223000000e-01,1.9250885827e+01,9.9745522419e+00,1.9630992434e+01,1.0171498671e+01,1.8973112566e+01,9.8306282724e+00,3.7943436755e+00,2.2451097852e+00,1.6287951475e+02,-9.3111724083e+01,4.2628292893e-04,1.1477088841e-01,1.1390732058e+01,5.9019337089e+00,1.6287951475e+02,5.9694651667e-04,1.1390732058e+01,5.9019337089e+00,2.9847325833e-01,1.5464935665e-01,2.9856238009e-01,1.5469553372e-01,1.3856112000e+07,1.3933671735e+07,8.5960298400e+03,9.6761609269e-01
973,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,7.5000000000e+01,2.0000000000e+05,1.9306400000e+05,1.9422000000e+05,9.6532000000e-01,1.7647813197e+01,9.1439446618e+00,1.7727241076e+01,9.1850990030e+00,1.7064974527e+01,8.8419557135e+00,5.3002147973e+00,2.4828186158e+00,7.2520265906e+01,-9.4943789422e+01,4.0912893811e-04,1.0979981030e-01,8.2668949863e+00,4.2833652779e+00,7.2520265906e+01,4.8457103466e-04,8.2668949863e+00,4.2833652779e+00,2.4228551733e-01,1.2553653748e-01,2.4234423857e-01,1.2556696299e-01,1.4479800000e+07,1.4551543736e+07,7.2685655200e+03,9.7010291574e-01
974,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,8.0000000000e+01,2.0000000000e+05,1.9406600000e+05,1.9508300000e+05,9.7033000000e-01,1.5059529578e+01,7.8028650664e+00,1.5104797765e+01,7.8263200854e+00,1.4451440180e+01,7.4877928394e+00,7.8100000000e+00,2.8790000000e+00,-9.1356384224e-02,-9.6170053981e+01,3.7940539730e-04,1.0129703679e-01,5.5513938099e+00,2.8763698497e+00,-9.1356384224e-02,4.2561960313e-04,5.5513938099e+00,2.8763698497e+00,2.1280980156e-01,1.1026414589e-01,2.1285510243e-01,1.1028761784e-01,1.5525280000e+07,1.5588904967e+07,6.8099136500e+03,9.7430656043e-01
975,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,8.5700000000e+01,2.0000000000e+05,1.9488100000e+05,1.9575000000e+05,9.7440500000e-01,1.2964125338e+01,6.7171633878e+00,1.2672373918e+01,6.5659968486e+00,1.2055110647e+01,6.2461713196e+00,6.8489800000e+00,2.6569850000e+00,-1.9246166915e+00,-9.6815599688e+01,3.5312813521e-04,9.3887010896e-02,5.0292870708e+00,2.6058482232e+00,-1.9246166915e+00,3.2659088915e-04,5.0292870708e+00,2.6058482232e+00,1.6329544457e-01,8.4609038640e-02,1.6332211578e-01,8.4622857919e-02,1.6701301700e+07,1.6756533565e+07,5.5977678400e+03,9.7762739588e-01
976,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.0000000000e+02,2.0000000000e+05,1.9666200000e+05,1.9728000000e+05,9.8331000000e-01,8.4154237057e+00,4.3603231636e+00,8.5705998776e+00,4.4407253252e+00,8.0453884161e+00,4.1685950342e+00,4.4380000000e+00,2.1000000000e+00,-1.7502667061e+00,-9.7709918227e+01,2.8645631342e-04,7.5471092699e-02,3.9820616904e+00,2.0632443992e+00,-1.7502667061e+00,1.8563402850e-04,3.9820616904e+00,2.0632443992e+00,9.2817014250e-02,4.8091717228e-02,9.2825630315e-02,4.8096181510e-02,1.9666200000e+07,1.9707219887e+07,3.7126805700e+03,9.8536099433e-01
977,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.0920000000e+02,2.0000000000e+05,1.9725300000e+05,1.9777800000e+05,9.8626500000e-01,6.9150989061e+00,3.5829528011e+00,6.8378461187e+00,3.5429254501e+00,6.3625396651e+00,3.2966526762e+00,3.9123120000e+00,1.8861552000e+00,-8.4185310094e+00,-9.8194715411e+01,2.6025323989e-04,6.8362072205e-02,3.3338214744e+00,1.7273686396e+00,-8.4185310094e+00,1.3143481090e-04,3.3338214744e+00,1.7273686396e+00,6.5717405449e-02,3.4050469144e-02,6.5721724605e-02,3.4052707049e-02,2.1540027600e+07,2.1577192976e+07,2.8705362700e+03,9.8796671133e-01
978,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.3920000000e+02,2.0000000000e+05,1.9857000000e+05,1.9887300000e+05,9.9285000000e-01,3.5878418745e+00,1.8589854272e+00,3.6872745870e+00,1.9105049674e+00,3.3280584516e+00,1.7243826174e+00,2.1981120000e+00,1.1888352000e+00,-1.5428084317e+01,-9.8763421961e+01,1.8839954220e-04,4.9159663145e-02,1.9404619567e+00,1.0054207029e+00,-1.5428084317e+01,5.6745377514e-05,1.9404619567e+00,1.0054207029e+00,2.8372688757e-02,1.4700875004e-02,2.8373493797e-02,1.4701292123e-02,2.7640944000e+07,2.7664685160e+07,1.5797913100e+03,9.9370277154e-01
979,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.5000000000e+02,2.0000000000e+05,1.9881600000e+05,1.9907300000e+05,9.9408000000e-01,2.9687963334e+00,1.5382364422e+00,3.0573088142e+00,1.5840978312e+00,2.7269739263e+00,1.4129398582e+00,1.5810000000e+00,9.3780000000e-01,-2.7048423674e+00,-9.8780138455e+01,1.7153649174e-04,4.4704154226e-02,1.7609975974e+00,9.1243398827e-01,-2.7048423674e+00,4.4157865667e-05,1.7609975974e+00,9.1243398827e-01,2.2078932833e-02,1.1439861572e-02,2.2079420327e-02,1.1440114159e-02,2.9822400000e+07,2.9844726357e+07,1.3247359700e+03,9.9482421190e-01
980,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.5800000000e+02,2.0000000000e+05,1.9886900000e+05,1.9910200000e+05,9.9434500000e-01,2.8355250249e+00,1.4691839507e+00,2.6861600884e+00,1.3917927919e+00,2.3740008444e+00,1.2300522510e+00,1.4535440000e+00,8.6636000000e-01,1.0759874291e+00,-9.8812823830e+01,1.6767559415e-04,4.3686319232e-02,1.6900661147e+00,8.7568192469e-01,1.0759874291e+00,3.9700947152e-05,1.6900661147e+00,8.7568192469e-01,1.9850473576e-02,1.0285219469e-02,1.9850867628e-02,1.0285423641e-02,3.1421302000e+07,3.1443279306e+07,1.2545499300e+03,9.9504048436e-01
981,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.7750000000e+02,2.0000000000e+05,1.9924400000e+05,1.9941500000e+05,9.9622000000e-01,1.8935811273e+00,9.8113011777e-01,2.0207062714e+00,1.0469980681e+00,1.7456354281e+00,9.0447431507e-01,1.1428700000e+00,6.9222500000e-01,-1.4152080484e+01,-9.9051200542e+01,1.3721719280e-04,3.5683378716e-02,1.1469232685e+00,5.9426076087e-01,-1.4152080484e+01,2.5351812394e-05,1.1469232685e+00,5.9426076087e-01,1.2675906197e-02,6.5678270452e-03,1.2676066878e-02,6.5679102997e-03,3.5365810000e+07,3.5384654580e+07,8.9998934000e+02,9.9675083323e-01
982,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.0000000000e+02,2.0000000000e+05,1.9940900000e+05,1.9955300000e+05,9.9704500000e-01,1.4796873163e+00,7.6667736597e-01,1.5176885824e+00,7.8636714111e-01,1.2743880908e+00,6.6030471028e-01,7.8440000000e-01,4.9130000000e-01,-2.2593873062e+00,-9.9044572505e+01,1.2137273118e-04,3.1536904294e-02,9.2678528622e-01,4.8019963017e-01,-2.2593873062e+00,1.8118899000e-05,9.2678528622e-01,4.8019963017e-01,9.0594495000e-03,4.6940152850e-03,9.0595315746e-03,4.6940578107e-03,3.9881800000e+07,3.9897594645e+07,7.2475596000e+02,9.9743986612e-01
983,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.2620000000e+02,2.0000000000e+05,1.9949800000e+05,1.9962900000e+05,9.9749000000e-01,1.2565776655e+00,6.5107651063e-01,1.1399586573e+00,5.9065215406e-01,9.2530250029e-01,4.7943134730e-01,6.6372280000e-01,4.1427200000e-01,-1.9053570819e+00,-9.9240044237e+01,1.1188610057e-04,2.9058974442e-02,7.8431077348e-01,4.0637863911e-01,-1.9053570819e+00,1.2152375995e-05,7.8431077348e-01,4.0637863911e-01,6.0761879974e-03,3.1482839365e-03,6.0762249177e-03,3.1483030662e-03,4.5126447600e+07,4.5145753014e+07,5.4977349000e+02,9.9791673330e-01
984,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.5100000000e+02,2.0000000000e+05,1.9963700000e+05,1.9974100000e+05,9.9818500000e-01,9.0832455411e-01,4.7063448400e-01,9.0544619661e-01,4.6914310705e-01,7.1124648550e-01,3.6852149508e-01,5.4949400000e-01,3.4136000000e-01,-1.4351297013e+01,-9.9365135598e+01,9.5176304168e-05,2.4701907581e-02,5.6427489616e-01,2.9237041252e-01,-1.4351297013e+01,8.3652882470e-06,5.6427489616e-01,2.9237041252e-01,4.1826441235e-03,2.1671731210e-03,4.1826616182e-03,2.1671821856e-03,5.0108887000e+07,5.0125090092e+07,4.1993747000e+02,9.9850777077e-01
985,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.8830000000e+02,2.0000000000e+05,1.9975000000e+05,1.9983600000e+05,9.9875000000e-01,6.2539095083e-01,3.2403676209e-01,6.7700522144e-01,3.5077990748e-01,5.0699899264e-01,2.6269377857e-01,3.7769020000e-01,2.3169800000e-01,-1.4205673834e+01,-9.9558867851e+01,7.9007515465e-05,2.0493885612e-02,3.8365261403e-01,1.9878373784e-01,-1.4205673834e+01,3.9452842525e-06,3.8365261403e-01,1.9878373784e-01,1.9726421263e-03,1.0220943659e-03,1.9726460176e-03,1.0220963822e-03,5.7587925000e+07,5.7604563399e+07,2.2748509000e+02,9.9903856050e-01
986,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.0000000000e+02,2.0000000000e+05,1.9972200000e+05,1.9981600000e+05,9.9861000000e-01,6.9548347307e-01,3.6035413112e-01,6.2530501811e-01,3.2399223736e-01,4.6137215478e-01,2.3905292994e-01,3.2380000000e-01,1.9730000000e-01,1.1289107822e+01,-9.9462421380e+01,8.3308700026e-05,2.1612606296e-02,4.2377668078e-01,2.1957340973e-01,1.1289107822e+01,4.0940805000e-06,4.2377668078e-01,2.1957340973e-01,2.0470402500e-03,1.0606426166e-03,2.0470444404e-03,1.0606447878e-03,5.9916600000e+07,5.9931531892e+07,2.4564483000e+02,9.9885886487e-01
987,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.6770000000e+02,2.0000000000e+05,1.9982800000e+05,1.9989700000e+05,9.9914000000e-01,4.3018500608e-01,2.2289378553e-01,4.2768006243e-01,2.2159588727e-01,2.9125113431e-01,1.5090732348e-01,2.3490990000e-01,1.3819790000e-01,-5.1152013883e+00,-9.9688011312e+01,6.5546182192e-05,1.6995492339e-02,2.5307858226e-01,1.3112879910e-01,-5.1152013883e+00,1.6642846070e-06,2.5307858226e-01,1.3112879910e-01,8.3214230351e-04,4.3116181529e-04,8.3214299597e-04,4.3116217408e-04,7.3476755600e+07,7.3493796180e+07,1.2239149000e+02,9.9937171852e-01
988,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.9800000000e+02,2.0000000000e+05,1.9985400000e+05,1.9990800000e+05,9.9927000000e-01,3.6513328987e-01,1.8918823309e-01,3.7414640688e-01,1.9385824191e-01,2.4661308951e-01,1.2777880285e-01,1.9512600000e-01,1.1174600000e-01,-3.0430423956e+00,-9.9618869917e+01,6.0393174283e-05,1.5657329924e-02,2.0910685716e-01,1.0834552184e-01,-3.0430423956e+00,1.6439648241e-06,2.0910685716e-01,1.0834552184e-01,8.2198241206e-04,4.2589762283e-04,8.2198308774e-04,4.2589797292e-04,7.9541892000e+07,7.9556856588e+07,1.3085960000e+02,9.9945799733e-01
989,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,4.6870000000e+02,2.0000000000e+05,1.9988400000e+05,1.9993800000e+05,9.9942000000e-01,2.9008413253e-01,1.5030265934e-01,2.9037332881e-01,1.5045250198e-01,1.7965324163e-01,9.3084581157e-02,1.5492110000e-01,8.5542800000e-02,-2.9811566386e+00,-9.9642784672e+01,5.3836028828e-05,1.3955251774e-02,1.6017578582e-01,8.2992635139e-02,-2.9811566386e+00,1.1795078942e-06,1.6017578582e-01,8.2992635139e-02,5.8975394709e-04,3.0557199331e-04,5.8975429488e-04,3.0557217351e-04,9.3685630800e+07,9.3700358006e+07,1.1056707000e+02,9.9957710695e-01
990,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,5.0000000000e+02,2.0000000000e+05,1.9990200000e+05,1.9994500000e+05,9.9951000000e-01,2.4506004462e-01,1.2697411638e-01,2.6555034714e-01,1.3759085344e-01,1.6051475126e-01,8.3168264902e-02,1.3780000000e-01,7.4400000000e-02,-7.8562290413e+00,-9.9882104121e+01,4.9485346316e-05,1.2826322804e-02,1.3231108359e-01,6.8554965593e-02,-7.8562290413e+00,3.3857810000e-07,1.3231108359e-01,6.8554965593e-02,1.6928905000e-04,8.7714533679e-05,1.6928907866e-04,8.7714548528e-05,9.9951000000e+07,9.9966779637e+07,3.3857810000e+01,9.9966779637e-01
991,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,5.9770000000e+02,2.0000000000e+05,1.9990800000e+05,1.9995100000e+05,9.9954000000e-01,2.3005291623e-01,1.1919840219e-01,2.1133177056e-01,1.0949832672e-01,1.2086624545e-01,6.2624997641e-02,1.0995550000e-01,5.7136410000e-02,8.4060389798e+00,-9.9754014220e+01,4.7947283552e-05,1.2427292604e-02,1.1954288547e-01,6.1939318896e-02,8.4060389798e+00,5.4251313368e-07,1.1954288547e-01,6.1939318896e-02,2.7125656684e-04,1.4054744396e-04,2.7125664040e-04,1.4054748207e-04,1.1948501160e+08,1.1950332839e+08,6.4852020000e+01,9.9969322728e-01
992,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,6.3100000000e+02,2.0000000000e+05,1.9992300000e+05,1.9995500000e+05,9.9961500000e-01,1.9253706576e-01,9.9760137701e-02,1.9863307191e-01,1.0291869011e-01,1.1197942321e-01,5.8020426535e-02,1.0486080000e-01,5.4180250000e-02,-4.8642221868e+00,-9.9940608762e+01,4.3866375221e-05,1.1368722870e-02,9.9481468360e-02,5.1544802259e-02,-4.8642221868e+00,1.2420832013e-07,9.9481468360e-02,5.1544802259e-02,6.2104160064e-05,3.2178321276e-05,6.2104163894e-05,3.2178323261e-05,1.2615141300e+08,1.2616690116e+08,1.5675090000e+01,9.9973772710e-01
993,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,7.0000000000e+02,2.0000000000e+05,1.9993400000e+05,1.9996700000e+05,9.9967000000e-01,1.6502723099e-01,8.5506337301e-02,1.7705510677e-01,9.1738397289e-02,9.7647872742e-02,5.0594752716e-02,9.4980000000e-02,4.8505000000e-02,-9.9743763941e+00,-9.9719068543e+01,4.0613489138e-05,1.0525102594e-02,8.4277172449e-02,4.3666928730e-02,-9.9743763941e+00,5.2598600000e-07,8.4277172449e-02,4.3666928730e-02,2.6299300000e-04,1.3626580311e-04,2.6299306915e-04,1.3626583894e-04,1.3995380000e+08,1.3997018104e+08,7.3638040000e+01,9.9978700740e-01
994,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,7.6290000000e+02,2.0000000000e+05,1.9993900000e+05,1.9997300000e+05,9.9969500000e-01,1.5252326098e-01,7.9027596363e-02,1.6232174874e-01,8.4104533026e-02,8.8254951900e-02,4.5727954352e-02,8.5972720000e-02,4.3331475000e-02,-8.0782876675e+00,-9.9829223607e+01,3.9045292610e-05,1.0118446906e-02,7.6873895232e-02,3.9831033799e-02,-8.0782876675e+00,2.8563972998e-07,7.6873895232e-02,3.9831033799e-02,1.4281986499e-04,7.3999930046e-05,1.4281988539e-04,7.3999940615e-05,1.5253346310e+08,1.5255167970e+08,4.3582910000e+01,9.9981439046e-01
995,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,9.7330000000e+02,2.0000000000e+05,1.9995200000e+05,1.9997500000e+05,9.9976000000e-01,1.2001440230e-01,6.2183628137e-02,1.3004316626e-01,6.7379878891e-02,6.9399716949e-02,3.5958402564e-02,6.8113080000e-02,3.3763920000e-02,-8.7053057398e+00,-9.9906164500e+01,3.4636858980e-05,8.9754336326e-03,5.9491608341e-02,3.0824667534e-02,-8.7053057398e+00,1.2229461625e-07,5.9491608341e-02,3.0824667534e-02,6.1147308127e-05,3.1682543071e-05,6.1147311845e-05,3.1682544997e-05,1.9461328160e+08,1.9462933331e+08,2.3805870000e+01,9.9984246022e-01
996,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.0000000000e+03,2.0000000000e+05,1.9995500000e+05,1.9997600000e+05,9.9977500000e-01,1.1251265815e-01,5.8296714067e-02,1.2721952737e-01,6.5916853562e-02,6.7860004790e-02,3.5160624243e-02,6.6180000000e-02,3.2760000000e-02,-1.1911885665e+01,-9.9908903028e+01,3.3537246086e-05,8.6903610529e-03,5.5695295874e-02,2.8857666256e-02,-1.1911885665e+01,1.1519540000e-07,5.5695295874e-02,2.8857666256e-02,5.7597700000e-05,2.9843367876e-05,5.7597703316e-05,2.9843369594e-05,1.9995500000e+08,1.9996748989e+08,2.3039080000e+01,9.9983744945e-01
997,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.2410000000e+03,2.0000000000e+05,1.9995700000e+05,1.9998000000e+05,9.9978500000e-01,1.0751155791e-01,5.5705470418e-02,1.0781593459e-01,5.5863178544e-02,5.7684828097e-02,2.9888511967e-02,5.6144760000e-02,2.7795400000e-02,-7.8242311823e-01,-9.9816085909e+01,3.2783667809e-05,8.4950046148e-03,5.3225390164e-02,2.7577922365e-02,-7.8242311823e-01,1.9732187752e-07,5.3225390164e-02,2.7577922365e-02,9.8660938759e-05,5.1119657388e-05,9.8660948486e-05,5.1119662428e-05,2.4814663700e+08,2.4816357305e+08,4.8975290000e+01,9.9985323551e-01
998,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.5000000000e+03,2.0000000000e+05,1.9996400000e+05,1.9998800000e+05,9.9982000000e-01,9.0008100972e-02,4.6636321747e-02,9.6055822304e-02,4.9769856116e-02,5.1792972143e-02,2.6835736861e-02,5.0000000000e-02,2.4840000000e-02,-6.7273565056e+00,-9.9975690672e+01,2.9997299878e-05,7.7727203017e-03,4.4716024563e-02,2.3168924644e-02,-6.7273565056e+00,2.3308366667e-08,4.4716024563e-02,2.3168924644e-02,1.1654183333e-05,6.0384369603e-06,1.1654183476e-05,6.0384370344e-06,2.9994600000e+08,2.9996912667e+08,6.9925100000e+00,9.9989708889e-01
999,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.5800000000e+03,2.0000000000e+05,1.9995200000e+05,1.9997900000e+05,9.9976000000e-01,1.2001440230e-01,6.2183628137e-02,9.3725816708e-02,4.8562599330e-02,5.0715202121e-02,2.6277306799e-02,4.9092800000e-02,2.4475200000e-02,2.6665474646e+01,-9.9933869780e+01,3.4636858980e-05,8.9754336326e-03,5.9833142524e-02,3.1001628251e-02,2.6665474646e+01,6.2476044304e-08,5.9833142524e-02,3.1001628251e-02,3.1238022152e-05,1.6185503706e-05,3.1238023145e-05,1.6185504220e-05,3.1592416000e+08,3.1594798631e+08,1.9742430000e+01,9.9983539972e-01
1000,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,1.5840000000e+03,2.0000000000e+05,1.9995700000e+05,1.9998500000e+05,9.9978500000e-01,1.0751155791e-01,5.5705470418e-02,9.3620171291e-02,4.8507860773e-02,5.0668069479e-02,2.6252885741e-02,4.9047440000e-02,2.4456960000e-02,1.3574674678e+01,-9.9927002192e+01,3.2783667809e-05,8.4950046148e-03,5.3609441619e-02,2.7776912756e-02,1.3574674678e+01,6.8912752525e-08,5.3609441619e-02,2.7776912756e-02,3.4456376263e-05,1.7853044696e-05,3.4456377439e-05,1.7853045305e-05,3.1673188800e+08,3.1675880549e+08,2.1831560000e+01,9.9986996681e-01
1001,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.0000000000e+03,2.0000000000e+05,1.9997300000e+05,1.9999200000e+05,9.9986500000e-01,6.7504556660e-02,3.4976454228e-02,8.5184943595e-02,4.4137276474e-02,4.7505295904e-02,2.4614142955e-02,4.4330000000e-02,2.2560000000e-02,-2.1099809998e+01,-9.9992911993e+01,2.5979008353e-05,6.7312217597e-03,3.4353773929e-02,1.7799882865e-02,-2.1099809998e+01,6.1723500000e-09,3.4353773929e-02,1.7799882865e-02,3.0861750000e-06,1.5990544041e-06,3.0861749918e-06,1.5990543999e-06,3.9994600000e+08,3.9996521039e+08,2.4689400000e+00,9.9991302598e-01
1002,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,2.5100000000e+03,2.0000000000e+05,1.9997000000e+05,1.9999200000e+05,9.9985000000e-01,7.5005625563e-02,3.8863018426e-02,8.0303979074e-02,4.1608279313e-02,4.7025779082e-02,2.4365688643e-02,4.2504200000e-02,2.2458000000e-02,-8.5666394704e+00,-9.9962909339e+01,2.7384073839e-05,7.0953839549e-03,3.9630820928e-02,2.0534104108e-02,-8.5666394704e+00,3.2153107570e-08,3.9630820928e-02,2.0534104108e-02,1.6076553785e-05,8.3298206139e-06,1.6076554069e-05,8.3298207611e-06,5.0192470000e+08,5.0195419397e+08,1.6140860000e+01,9.9990875292e-01
1003,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.1600000000e+03,2.0000000000e+05,1.9996900000e+05,1.9998700000e+05,9.9984500000e-01,7.7506006871e-02,4.0158552783e-02,7.7986596268e-02,4.0407562833e-02,4.8672102596e-02,2.5218706008e-02,4.0690800000e-02,2.2563200000e-02,-1.3080283928e+00,-9.9987492701e+01,2.7836664222e-05,7.2126890087e-03,4.2977369190e-02,2.2268066938e-02,-1.3080283928e+00,1.0893101266e-08,4.2977369190e-02,2.2268066938e-02,5.4465506329e-06,2.8220469601e-06,5.4465506846e-06,2.8220469868e-06,6.3190204000e+08,6.3193010738e+08,6.8844400000e+00,9.9988941042e-01
1004,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,3.9800000000e+03,2.0000000000e+05,1.9996600000e+05,1.9998100000e+05,9.9983000000e-01,8.5007225819e-02,4.4045194725e-02,7.7832761760e-02,4.0327855834e-02,5.2100927130e-02,2.6995299031e-02,4.0387400000e-02,2.3604600000e-02,9.0567719755e+00,-9.9994050799e+01,2.9152281214e-05,7.5536885867e-03,4.9682860560e-02,2.5742414798e-02,9.0567719755e+00,5.4205402010e-09,4.9682860560e-02,2.5742414798e-02,2.7102701005e-06,1.4042850262e-06,2.7102701268e-06,1.4042850398e-06,7.9586468000e+08,7.9589237211e+08,4.3147500000e+00,9.9986478909e-01
1005,1.0000000000e+02,2.0000000000e+03,5.0000000000e+01,1.9300000000e+01,5.0000000000e+03,2.0000000000e+05,1.9996800000e+05,1.9998300000e+05,9.9984000000e-01,8.0006400683e-02,4.1454093618e-02,7.9447920973e-02,4.1164725893e-02,5.6933523889e-02,2.9499235176e-02,4.1030000000e-02,2.5100000000e-02,1.0336183720e+00,-9.9985882904e+01,2.8282008415e-05,7.3281176841e-03,4.8943715748e-02,2.5359438211e-02,1.0336183720e+00,1.3677490000e-08,4.8943715748e-02,2.5359438211e-02,6.8387450000e-06,3.5433911917e-06,6.8387450615e-06,3.5433912236e-06,9.9984000000e+08,9.9988130499e+08,1.3677490000e+01,9.9988130499e-01
